tiempo1,tiempo2,tiempo3,tiempo4,tiempo5,tiempo6,Tipo,Municipio,tiempototal,an,mayor
10,10,79,3,28,1,4,8,131,2009,0
3,31,137,3,37,2,7,7,213,2004,1
7,10,40,8,11,8,4,19,84,2014,0
3,30,134,3,38,2,3,9,210,2021,1
11,41,114,1,24,9,3,8,200,2005,1
10,3,50,4,38,1,6,15,106,2010,0
11,20,116,5,26,8,1,6,186,2015,0
4,20,104,10,3,4,7,24,145,2003,0
8,39,110,7,3,7,1,11,174,2011,1
15,24,98,9,13,4,3,15,163,2005,1
13,30,129,4,20,8,2,17,204,2006,1
9,26,19,5,20,4,2,6,83,2015,0
1,19,30,10,39,9,4,13,108,2012,0
6,3,4,9,9,1,4,21,32,2008,0
7,5,141,3,6,4,1,20,166,2017,0
13,35,33,9,28,1,4,10,119,2017,0
11,13,66,8,14,1,7,22,113,2021,0
8,18,76,3,34,1,3,10,140,2018,0
3,11,135,4,28,4,4,27,185,2005,1
13,7,81,10,28,7,7,10,146,2022,0
2,25,150,9,37,7,5,17,230,2011,1
2,47,114,3,38,8,6,3,212,2004,1
9,29,95,6,27,6,2,7,172,2006,0
10,32,115,4,33,7,7,9,201,2015,1
15,33,102,9,21,5,6,3,185,2013,1
15,36,21,1,22,2,2,10,97,2013,0
2,20,135,3,29,9,3,10,198,2005,1
1,23,67,6,20,2,5,21,119,2008,0
15,20,14,6,29,2,4,15,86,2007,0
2,2,129,4,21,7,5,1,165,2012,1
10,24,26,6,39,3,7,21,108,2005,0
1,21,43,4,10,4,4,18,83,2009,0
8,45,138,10,28,1,2,9,230,2001,1
13,15,118,7,10,8,1,16,171,2015,1
4,9,137,7,37,4,5,1,198,2016,1
6,22,95,10,30,7,4,14,170,2021,1
7,12,144,2,13,6,5,9,184,2008,0
10,28,77,1,33,1,6,18,150,2004,0
13,7,144,8,10,5,3,12,187,2012,1
13,31,43,9,33,3,2,10,132,2018,0
10,19,36,7,12,8,2,24,92,2016,0
9,47,31,5,29,3,4,21,124,2021,0
10,40,72,6,15,6,4,5,149,2001,0
5,11,87,4,21,4,2,20,132,2001,0
1,20,38,8,19,6,4,19,92,2005,0
3,31,57,5,9,6,7,10,111,2005,0
15,44,74,10,27,5,1,18,175,2010,1
10,27,135,5,11,3,2,17,191,2011,1
14,5,125,7,34,8,7,3,193,2009,1
12,43,39,1,2,6,2,25,103,2019,0
12,43,7,5,10,4,1,1,81,2017,0
6,19,102,6,20,5,3,13,158,2010,0
1,6,94,4,2,8,5,17,115,2003,0
1,38,18,1,37,7,6,13,102,2001,0
10,39,51,1,38,4,5,9,143,2012,0
15,46,31,2,37,7,5,10,138,2001,0
9,27,126,7,22,8,5,21,199,2011,1
1,19,80,9,20,6,3,5,135,2010,0
8,8,7,3,23,8,1,26,57,2007,0
15,20,39,7,26,4,1,1,111,2021,0
10,21,18,3,34,9,6,24,95,2018,0
10,11,66,6,15,1,4,13,109,2010,0
7,39,89,1,30,6,4,16,172,2020,0
13,39,56,3,30,5,2,2,146,2017,0
2,23,70,3,1,7,6,20,106,2008,0
10,2,48,8,27,5,7,21,100,2004,0
4,42,125,4,26,7,7,3,208,2017,1
4,10,98,4,31,8,2,16,155,2003,0
3,28,65,2,3,6,5,27,107,2011,0
12,24,54,10,19,5,7,5,124,2019,0
4,28,46,6,5,3,7,13,92,2004,0
9,21,134,4,28,4,1,7,200,2004,1
6,38,64,3,12,8,1,17,131,2021,0
11,3,77,6,37,2,4,1,136,2018,0
4,6,125,1,30,4,6,6,170,2017,0
11,21,108,4,17,4,5,24,165,2016,0
13,6,43,1,1,8,7,24,72,2004,0
7,44,39,9,22,6,3,19,127,2020,0
7,33,6,4,25,5,7,2,80,2014,0
13,28,129,4,19,8,5,24,201,2009,1
6,32,94,1,33,3,2,7,169,2018,0
13,29,74,7,1,3,2,20,127,2019,0
9,23,37,5,14,3,7,16,91,2013,0
2,4,147,9,27,2,7,12,191,2011,1
7,4,90,8,27,4,2,27,140,2022,0
5,13,67,7,5,1,6,8,98,2015,0
8,20,102,4,20,8,3,21,162,2012,1
5,23,9,6,9,1,4,27,53,2019,0
6,18,26,3,27,2,3,25,82,2003,0
12,13,15,9,28,8,4,13,85,2012,0
1,19,76,10,18,4,4,3,128,2019,0
3,33,73,6,3,9,2,16,127,2021,0
12,22,83,2,4,8,7,12,131,2021,0
11,4,122,5,1,8,3,7,151,2003,0
8,25,106,5,36,9,7,6,189,2003,1
6,47,95,4,17,9,2,8,178,2014,1
5,6,84,7,21,7,3,13,130,2013,0
10,11,26,5,11,7,4,17,70,2015,0
10,6,125,7,5,4,5,8,157,2006,0
14,3,104,10,27,6,6,16,164,2017,0
15,39,1,9,15,3,3,2,82,2016,0
4,39,34,6,24,9,5,1,116,2004,0
14,49,93,4,32,1,6,1,193,2004,1
2,39,15,2,5,9,3,4,72,2021,0
5,27,36,3,15,3,3,4,89,2006,0
3,19,134,9,20,9,4,15,194,2017,1
2,8,75,8,24,8,1,5,125,2010,0
9,48,37,5,26,1,2,7,126,2003,0
2,40,107,4,27,9,6,17,189,2006,1
15,18,109,6,26,5,5,4,179,2003,0
13,30,47,9,36,8,3,11,143,2003,0
1,49,39,9,1,9,1,15,108,2005,0
13,47,148,1,37,2,2,19,248,2008,1
4,47,101,5,27,6,6,23,190,2022,1
7,17,7,8,21,5,4,22,65,2003,0
14,32,111,4,31,8,5,5,200,2020,1
3,42,11,9,10,4,2,2,79,2011,0
6,31,29,1,7,5,3,10,79,2008,0
7,24,100,9,38,7,2,26,185,2020,1
14,19,98,2,7,9,1,2,149,2010,0
6,49,35,6,35,4,2,17,135,2020,0
11,34,18,9,39,7,5,21,118,2002,0
8,5,132,10,3,6,5,8,164,2018,0
8,30,102,3,2,4,6,27,149,2021,0
1,11,130,7,34,2,4,15,185,2011,1
6,34,88,5,31,6,2,11,170,2020,0
4,34,25,1,1,5,3,7,70,2022,0
9,34,108,4,23,2,6,5,180,2013,1
13,29,107,7,22,5,2,6,183,2002,0
12,31,24,10,20,9,4,15,106,2014,0
14,34,21,5,4,9,2,17,87,2009,0
4,49,35,3,12,9,2,3,112,2019,0
1,14,122,3,24,5,1,13,169,2006,0
15,2,100,7,4,1,7,14,129,2012,0
3,6,127,9,2,4,3,13,151,2009,0
9,25,60,7,2,8,4,14,111,2020,0
2,7,146,4,33,4,2,21,196,2010,1
13,27,147,2,37,5,1,23,231,2020,1
12,22,90,5,27,7,4,26,163,2012,1
2,2,15,3,36,7,1,5,65,2011,0
6,8,75,10,11,3,5,19,113,2003,0
11,44,146,3,5,7,6,1,216,2008,1
4,41,60,6,2,3,4,4,116,2022,0
4,31,73,2,18,1,5,26,129,2013,0
13,29,51,5,30,8,2,1,136,2013,0
1,21,43,10,5,5,4,11,85,2015,0
2,3,7,5,22,5,5,6,44,2015,0
5,38,45,5,23,2,2,25,118,2013,0
6,6,128,5,7,8,7,10,160,2007,0
4,21,117,6,33,7,2,7,188,2021,1
10,11,130,4,25,8,3,21,188,2005,1
8,4,40,9,24,5,1,25,90,2002,0
11,21,86,1,38,5,1,25,162,2018,0
4,42,99,1,31,4,5,11,181,2014,1
15,13,143,3,31,6,7,11,211,2009,1
9,18,39,8,39,8,1,1,121,2004,0
9,5,43,5,31,2,6,8,95,2016,0
4,12,125,10,32,8,7,22,191,2015,0
6,5,58,7,26,9,3,4,111,2022,0
3,26,40,2,2,7,3,20,80,2005,0
13,6,114,10,1,9,7,23,153,2018,0
15,40,108,8,6,1,4,8,178,2008,0
5,28,89,6,14,7,4,23,149,2004,0
15,20,104,8,9,2,5,22,158,2002,0
15,14,98,1,33,6,5,20,167,2006,0
6,39,13,8,24,5,5,13,95,2015,0
7,13,96,4,38,1,6,19,159,2003,0
7,46,74,10,21,9,7,4,167,2005,1
13,45,35,9,4,8,3,10,114,2022,0
15,28,63,2,24,9,1,9,141,2018,0
4,26,146,6,10,7,7,3,199,2011,1
7,35,11,3,37,9,2,23,102,2019,0
4,35,30,2,21,6,4,19,98,2002,0
6,27,32,4,20,3,6,22,92,2005,0
13,9,25,6,23,9,3,1,85,2006,0
11,31,7,4,4,2,4,6,59,2013,0
1,5,139,3,31,8,5,19,187,2008,1
6,41,91,2,4,6,6,24,150,2021,0
13,27,16,7,26,4,7,3,93,2007,0
3,7,48,2,25,3,4,12,88,2006,0
12,22,95,5,17,9,5,21,160,2016,0
10,41,111,2,28,5,5,5,197,2004,1
6,43,1,7,15,3,6,1,75,2021,0
11,27,28,10,24,4,1,9,104,2010,0
2,39,91,8,21,9,1,6,170,2011,0
8,24,44,7,8,7,3,12,98,2008,0
2,1,37,3,27,7,7,14,77,2010,0
2,40,51,1,18,3,1,17,115,2017,0
8,39,28,4,32,6,1,12,117,2018,0
13,22,146,6,3,8,6,18,198,2022,1
9,3,101,10,39,5,7,16,167,2016,0
12,40,24,5,6,1,3,26,88,2016,0
4,41,103,7,34,6,7,26,195,2020,0
11,43,71,5,20,3,4,13,153,2014,0
14,30,72,1,13,6,7,24,136,2006,0
1,1,137,6,37,3,5,8,185,2010,1
15,32,26,3,15,7,2,14,98,2017,0
1,7,67,4,12,3,7,9,94,2011,0
6,6,29,9,9,2,1,7,61,2018,0
10,47,76,8,25,5,5,2,171,2001,1
8,15,26,9,27,7,7,11,92,2002,0
8,2,136,9,13,9,5,24,177,2022,1
4,34,56,5,38,7,7,17,144,2019,0
8,49,43,10,28,7,1,22,145,2017,0
10,48,42,3,12,7,4,16,122,2016,0
3,17,88,4,37,3,1,18,152,2014,0
12,35,124,9,20,6,4,23,206,2013,1
13,21,60,1,4,5,3,3,104,2020,0
7,29,109,4,30,1,6,15,180,2020,1
14,37,58,3,29,6,3,19,147,2012,0
2,16,78,7,27,8,4,25,138,2007,0
4,7,29,3,1,4,1,16,48,2021,0
4,46,33,3,38,1,3,5,125,2015,0
11,2,41,2,37,6,1,23,99,2009,0
9,36,146,1,24,4,1,15,220,2010,1
11,12,5,8,27,5,1,27,68,2002,0
3,41,59,2,34,8,1,10,147,2021,0
14,42,65,10,8,2,4,14,141,2016,0
15,32,5,5,35,9,7,25,101,2010,0
7,24,137,2,27,5,6,13,202,2005,1
5,19,110,2,18,5,4,27,159,2002,0
9,42,150,7,10,9,4,3,227,2018,1
11,36,86,3,24,9,4,22,169,2002,1
9,6,69,10,19,1,4,25,114,2005,0
5,22,43,5,36,7,6,6,118,2007,0
10,41,69,4,18,9,7,12,151,2018,0
13,12,34,7,8,5,5,6,79,2014,0
13,28,68,7,11,8,6,27,135,2007,0
3,26,25,5,24,6,5,20,89,2002,0
14,41,143,5,11,8,5,1,222,2014,1
15,24,107,1,10,7,1,2,164,2011,0
13,2,34,7,23,6,5,23,85,2009,0
1,16,2,6,27,8,7,12,60,2008,0
14,49,52,10,39,3,5,21,167,2006,1
4,47,125,10,34,8,2,15,228,2010,1
8,15,68,10,29,8,5,19,138,2012,0
2,6,30,5,33,8,5,1,84,2006,0
1,30,21,5,10,9,6,19,76,2009,0
6,12,131,7,33,6,3,22,195,2001,1
6,35,69,3,33,6,7,6,152,2003,0
3,13,90,8,32,5,2,17,151,2013,0
11,40,43,5,3,3,1,11,105,2004,0
9,12,113,9,7,9,1,19,159,2017,0
8,8,14,6,24,6,4,13,66,2012,0
9,8,41,10,33,8,6,18,109,2012,0
1,29,96,9,14,9,6,20,158,2018,0
6,18,141,5,11,2,7,15,183,2013,1
15,23,1,8,15,3,5,17,65,2021,0
2,16,8,9,23,5,5,14,63,2008,0
14,9,118,9,2,4,6,1,156,2006,0
2,17,84,7,15,9,4,14,134,2015,0
7,25,63,3,18,9,6,8,125,2011,0
4,4,64,6,19,1,1,18,98,2017,0
9,35,64,8,20,8,2,7,144,2022,0
11,45,68,3,15,9,4,22,151,2007,0
4,44,107,8,30,6,5,11,199,2006,1
2,29,13,10,34,3,6,14,91,2001,0
8,21,106,4,19,5,6,7,163,2016,0
6,14,148,5,33,3,4,10,209,2019,1
12,5,12,5,12,6,1,25,52,2010,0
9,20,145,5,39,9,2,10,227,2011,1
11,25,7,8,4,1,7,15,56,2002,0
15,14,114,10,25,7,5,5,185,2004,0
5,45,142,3,22,4,3,16,221,2012,1
2,33,66,6,8,1,7,10,116,2021,0
13,30,115,10,20,9,7,26,197,2019,1
12,44,90,5,32,9,1,4,192,2014,1
15,8,3,8,27,7,7,14,68,2016,0
13,42,118,7,28,1,4,2,209,2016,1
11,26,40,6,16,2,3,4,101,2009,0
8,42,19,4,12,3,5,1,88,2010,0
9,33,144,9,9,7,6,23,211,2014,1
10,22,42,2,38,4,2,1,118,2014,0
15,25,78,4,20,3,5,11,145,2019,0
6,7,110,6,37,9,2,21,175,2006,1
9,6,49,3,29,2,5,11,98,2015,0
13,23,109,7,12,6,6,11,170,2016,0
4,41,70,1,23,5,2,5,144,2010,0
5,33,85,6,14,1,4,10,144,2016,0
3,33,27,6,5,6,6,3,80,2013,0
15,13,3,8,28,1,2,5,68,2001,0
13,11,18,4,3,2,4,27,51,2021,0
2,14,117,7,37,2,5,14,179,2015,0
3,3,133,8,1,5,1,22,153,2016,0
6,25,67,6,11,7,5,6,122,2013,0
11,4,15,1,5,5,7,6,41,2011,0
14,30,29,8,38,3,5,8,122,2017,0
10,31,51,6,10,1,2,6,109,2020,0
12,37,87,1,25,7,2,19,169,2019,0
2,8,134,10,2,4,5,14,160,2009,0
5,31,66,1,3,6,3,10,112,2002,0
4,13,148,10,5,8,2,2,188,2008,1
8,3,80,9,39,2,2,13,141,2015,0
1,48,37,5,28,2,7,19,121,2011,0
5,35,61,8,39,2,2,21,150,2014,0
10,25,60,10,8,8,1,2,121,2022,0
8,7,36,8,18,1,5,9,78,2018,0
6,27,127,9,18,4,3,18,191,2001,1
5,16,41,1,35,1,4,5,99,2016,0
14,26,32,3,6,6,5,15,87,2012,0
9,25,117,1,7,7,5,12,166,2006,0
5,12,36,8,13,4,5,1,78,2004,0
15,5,108,1,4,5,3,5,138,2010,0
9,11,85,9,6,4,4,10,124,2012,0
1,23,115,4,5,2,5,1,150,2007,0
2,39,148,5,1,7,4,22,202,2020,1
10,21,28,5,37,6,5,2,107,2004,0
9,19,35,7,19,7,2,20,96,2018,0
14,18,111,3,38,6,2,4,190,2003,1
7,31,88,2,5,1,4,7,134,2002,0
14,3,47,10,39,6,7,23,119,2022,0
4,30,149,3,32,2,2,26,220,2001,1
15,6,8,7,34,2,4,25,72,2013,0
5,15,123,5,35,5,6,25,188,2006,1
12,24,90,9,18,4,5,14,157,2022,1
8,24,65,2,19,3,6,2,121,2002,0
11,29,71,4,2,1,3,26,118,2015,0
14,16,53,2,31,1,4,25,117,2017,0
10,43,69,3,21,3,7,21,149,2002,0
2,44,52,3,15,3,7,6,119,2007,0
9,48,59,5,24,6,1,21,151,2003,0
15,2,113,2,10,6,2,5,148,2001,0
13,21,41,4,21,2,7,20,102,2008,0
6,15,40,8,39,6,5,1,114,2019,0
12,28,8,7,22,4,2,24,81,2017,0
8,28,92,6,18,4,4,6,156,2009,0
11,42,127,9,25,2,3,4,216,2007,1
7,7,148,5,19,6,3,17,192,2006,1
4,43,118,5,11,5,4,21,186,2012,1
11,1,16,1,5,5,3,4,39,2002,0
12,16,74,2,13,8,6,26,125,2005,0
12,1,2,2,7,9,4,16,33,2015,0
2,14,13,10,34,1,7,1,74,2011,0
3,2,93,5,23,5,6,11,131,2017,0
6,26,114,10,32,1,1,27,189,2014,1
13,47,56,8,34,5,3,20,163,2006,1
7,45,92,3,27,1,2,8,175,2013,1
2,14,121,2,27,3,6,15,169,2004,1
3,46,112,3,5,1,3,2,170,2015,0
3,10,136,9,38,3,7,13,199,2003,1
6,2,21,7,5,4,1,10,45,2012,0
3,36,5,4,20,8,1,19,76,2022,0
2,7,24,5,14,5,2,5,57,2016,0
7,11,39,9,34,8,5,27,108,2013,0
10,27,109,9,22,8,1,16,185,2003,0
11,38,87,9,24,2,4,8,171,2001,0
12,7,45,1,30,1,6,16,96,2016,0
5,22,60,4,15,2,1,22,108,2005,0
4,33,32,10,36,1,4,14,116,2008,0
11,37,104,8,37,7,4,15,204,2014,1
7,8,130,3,30,9,7,6,187,2014,0
2,7,27,6,33,8,4,23,83,2007,0
10,47,106,7,26,4,2,16,200,2005,1
12,36,133,2,27,8,6,16,218,2020,1
14,28,31,10,3,5,2,18,91,2006,0
2,6,104,1,26,1,3,27,140,2022,0
2,13,89,5,4,2,7,2,115,2005,0
15,25,82,4,30,4,7,18,160,2004,0
6,39,12,1,6,6,7,21,70,2008,0
11,12,44,3,27,3,1,26,100,2010,0
2,9,131,8,3,1,7,25,154,2016,0
6,32,85,3,20,3,6,26,149,2018,0
2,35,2,2,17,9,3,8,67,2015,0
9,25,6,8,27,7,4,22,82,2013,0
10,17,73,6,34,7,4,12,147,2004,0
2,29,128,8,4,4,2,9,175,2022,0
3,17,20,9,20,3,5,12,72,2011,0
11,27,110,7,33,9,7,11,197,2015,1
6,4,113,4,34,9,3,6,170,2020,0
10,36,77,7,11,9,2,2,150,2003,0
9,46,1,8,38,5,5,8,107,2014,0
10,23,6,9,1,9,1,24,58,2016,0
2,29,41,5,10,3,1,20,90,2002,0
15,38,119,4,15,1,2,27,192,2021,1
6,39,118,3,22,3,4,8,191,2006,1
5,46,4,6,15,9,6,14,85,2002,0
13,37,43,5,16,2,4,9,116,2004,0
2,20,124,8,30,4,5,11,188,2019,0
1,21,59,3,8,3,4,19,95,2021,0
15,36,116,10,20,9,6,25,206,2021,1
14,45,33,2,32,8,1,3,134,2009,0
15,8,78,1,18,7,6,26,127,2004,0
3,30,1,6,8,1,1,1,49,2010,0
9,46,7,4,11,5,3,6,82,2014,0
2,4,67,4,19,1,6,13,97,2002,0
2,16,132,10,13,6,4,12,179,2006,0
13,45,107,3,29,3,4,17,200,2005,1
14,16,5,5,6,3,4,23,49,2019,0
7,10,148,7,1,1,2,14,174,2006,1
5,2,118,7,28,3,1,14,163,2004,0
2,3,97,3,9,3,6,26,117,2019,0
9,22,25,1,23,7,2,26,87,2004,0
1,14,111,1,12,4,3,17,143,2001,0
10,9,63,6,3,9,2,12,100,2011,0
1,10,112,4,11,4,7,13,142,2013,0
3,42,126,9,4,6,4,22,190,2010,1
4,37,117,8,31,4,7,6,201,2015,1
4,42,62,2,37,7,5,19,154,2019,0
2,17,120,10,4,6,7,1,159,2007,0
11,18,26,4,7,6,5,8,72,2022,0
6,8,61,7,25,6,7,22,113,2010,0
9,22,24,1,1,1,2,10,58,2009,0
3,26,122,3,4,2,4,16,160,2022,0
2,30,101,1,33,8,2,4,175,2019,1
13,8,85,8,3,2,3,25,119,2009,0
8,42,41,3,14,2,2,11,110,2003,0
3,4,91,3,34,2,6,16,137,2008,0
13,2,51,6,37,7,1,21,116,2021,0
14,6,107,9,37,8,5,15,181,2014,1
10,38,39,4,20,9,1,9,120,2014,0
4,38,21,4,1,5,4,5,73,2004,0
4,46,123,10,18,2,4,9,203,2007,1
8,49,88,2,33,4,5,20,184,2017,1
6,1,61,3,19,9,5,24,99,2009,0
13,14,32,5,3,5,6,25,72,2004,0
15,30,4,5,6,1,5,26,61,2002,0
13,24,130,3,22,7,2,10,199,2003,1
15,5,80,9,3,1,4,5,113,2002,0
6,8,98,7,25,5,2,20,149,2011,0
2,2,38,10,8,3,1,25,63,2018,0
14,34,46,7,13,5,1,16,119,2017,0
4,49,147,9,25,1,4,5,235,2011,1
4,48,80,5,34,6,6,9,177,2002,0
14,22,35,10,20,3,3,15,104,2022,0
4,22,1,10,4,6,6,3,47,2005,0
10,6,114,1,30,1,3,17,162,2012,0
4,34,118,9,13,9,4,24,187,2002,1
4,22,103,9,30,9,2,11,177,2016,1
12,1,116,3,7,4,4,4,143,2005,0
4,5,23,4,26,9,4,11,71,2005,0
11,45,97,6,7,4,4,20,170,2001,0
3,41,146,3,21,9,3,18,223,2016,1
13,31,1,6,6,4,6,11,61,2001,0
10,11,67,4,37,7,5,7,136,2015,0
8,24,145,6,4,3,5,16,190,2016,1
1,40,13,10,18,6,3,6,88,2011,0
13,39,101,3,9,7,2,8,172,2019,1
5,48,19,10,1,7,3,24,90,2012,0
4,3,53,10,39,6,3,24,115,2021,0
15,10,107,6,14,9,6,20,161,2008,1
13,41,60,4,37,1,2,6,156,2013,0
2,45,47,6,14,5,7,8,119,2005,0
10,6,116,9,3,6,1,9,150,2007,0
3,30,111,9,37,9,7,10,199,2001,1
10,26,30,8,18,7,3,20,99,2010,0
6,6,25,10,39,5,1,2,91,2014,0
8,12,66,4,18,2,7,22,110,2015,0
14,21,122,10,17,4,5,2,188,2006,1
12,17,2,9,36,8,6,20,84,2004,0
11,7,86,6,38,3,6,7,151,2009,0
2,11,72,9,11,1,5,22,106,2021,0
3,17,53,2,22,2,2,16,99,2001,0
14,8,61,10,5,6,1,17,104,2005,0
8,23,15,8,19,1,1,4,74,2013,0
13,13,78,6,9,1,5,5,120,2011,0
3,15,118,4,15,5,1,6,160,2003,0
12,11,81,9,14,4,5,21,131,2019,0
10,12,53,7,31,8,1,26,121,2018,0
15,10,70,2,34,4,7,10,135,2013,0
12,9,133,10,8,4,6,1,176,2019,0
13,12,129,6,10,3,2,2,173,2020,0
12,47,38,1,26,4,1,9,128,2021,0
12,41,145,7,21,1,1,14,227,2003,1
11,11,4,4,18,7,4,2,55,2003,0
12,21,51,6,17,6,1,13,113,2004,0
12,20,105,9,19,4,1,21,169,2009,0
15,44,34,7,5,7,2,25,112,2008,0
4,14,125,5,26,4,2,19,178,2004,0
6,26,105,6,29,3,7,23,175,2014,0
11,5,100,8,30,5,2,2,159,2015,1
3,40,93,1,16,5,5,10,158,2022,0
10,8,139,7,7,2,7,7,173,2007,1
14,6,20,7,23,9,1,21,79,2017,0
13,9,104,7,3,3,7,26,139,2014,0
3,41,66,8,24,8,6,16,150,2013,0
6,24,108,5,16,2,5,21,161,2022,1
4,40,119,1,25,3,2,3,192,2019,0
5,31,132,4,4,7,1,8,183,2009,1
12,22,68,5,24,3,4,13,134,2015,0
2,45,126,8,8,9,7,1,198,2022,0
14,37,90,9,34,3,4,23,187,2017,1
14,21,93,8,24,8,2,24,168,2020,0
8,23,81,9,10,6,3,12,137,2021,0
12,10,139,9,12,2,7,8,184,2022,1
12,1,90,5,13,2,2,1,123,2003,0
9,1,90,5,12,5,6,21,122,2019,0
3,44,48,4,14,4,6,7,117,2010,0
6,13,134,5,18,3,7,24,179,2020,0
12,30,33,10,25,1,7,1,111,2010,0
1,26,140,10,35,5,1,9,217,2014,1
2,14,148,6,22,6,1,3,198,2012,1
2,27,58,10,29,9,4,5,135,2001,0
6,45,26,2,4,3,3,19,86,2015,0
3,15,93,6,15,4,2,14,136,2005,0
15,25,58,3,33,7,2,6,141,2019,0
6,16,106,6,7,4,2,19,145,2020,0
8,38,11,5,17,3,7,12,82,2012,0
15,25,6,7,14,2,1,24,69,2005,0
15,8,13,5,37,4,7,19,82,2012,0
4,31,30,4,38,8,2,15,115,2022,0
11,6,47,9,31,5,7,17,109,2011,0
6,44,65,2,2,1,2,17,120,2022,0
4,14,44,8,37,3,3,18,110,2019,0
7,8,3,2,36,1,4,6,57,2018,0
12,10,83,1,24,1,5,18,131,2020,0
10,30,98,8,36,8,2,8,190,2016,1
15,12,136,1,14,4,2,11,182,2014,1
12,27,116,6,19,6,5,27,186,2010,1
13,38,80,10,23,4,2,27,168,2004,0
5,40,96,4,29,6,3,10,180,2019,1
7,17,93,6,6,4,5,5,133,2015,0
7,47,59,8,6,5,5,18,132,2008,0
12,43,135,1,29,9,4,7,229,2005,1
7,23,110,7,15,5,3,7,167,2009,0
6,7,77,6,9,2,4,14,107,2002,0
8,30,59,4,38,9,6,8,148,2019,1
2,29,132,5,25,4,5,26,197,2001,1
3,27,32,10,7,4,3,26,83,2021,0
14,28,82,5,37,3,2,20,169,2003,0
2,47,111,9,36,6,6,22,211,2003,1
4,46,44,2,33,5,1,2,134,2002,0
3,24,33,1,16,4,3,9,81,2012,0
5,49,72,7,24,8,7,14,165,2012,0
1,22,6,5,35,9,7,21,78,2022,0
2,42,30,2,9,5,6,21,90,2006,0
12,9,89,8,17,1,6,6,136,2004,0
5,36,124,10,20,5,1,10,200,2013,1
5,41,89,6,30,6,4,4,177,2013,1
13,2,19,6,14,8,6,15,62,2008,0
11,40,47,8,9,1,4,17,116,2005,0
12,18,34,1,33,4,2,25,102,2007,0
7,25,56,10,20,3,6,27,121,2012,0
4,13,34,1,23,1,3,16,76,2006,0
1,10,114,3,6,6,1,9,140,2007,0
11,13,57,2,31,2,3,21,116,2009,0
4,21,145,4,30,6,3,22,210,2005,1
1,23,89,4,30,7,7,21,154,2010,1
3,35,108,3,23,2,1,19,174,2009,0
2,24,135,10,8,3,6,5,182,2016,0
6,38,125,7,19,2,4,19,197,2002,1
8,32,11,9,31,5,5,26,96,2003,0
14,1,143,8,17,7,4,19,190,2022,0
12,1,97,7,39,6,1,15,162,2002,1
12,37,68,5,26,5,3,6,153,2017,0
3,1,91,1,9,4,2,18,109,2008,0
15,10,118,1,34,7,5,14,185,2012,1
6,36,102,10,15,3,5,8,172,2005,0
3,11,79,3,13,2,1,7,111,2009,0
8,43,71,6,11,7,6,11,146,2006,0
11,11,15,8,20,9,3,10,74,2012,0
4,33,133,8,3,4,2,22,185,2018,0
6,10,139,10,16,1,2,14,182,2006,1
4,39,118,5,30,7,5,4,203,2012,1
10,25,149,4,35,2,1,27,225,2014,1
8,22,68,2,38,3,6,4,141,2013,0
6,5,28,1,7,2,7,9,49,2004,0
11,30,136,3,18,9,2,24,207,2022,1
12,26,140,9,3,2,5,5,192,2001,1
2,8,146,3,1,1,5,13,161,2008,0
8,44,112,3,9,8,3,10,184,2008,1
9,5,58,7,35,3,6,25,117,2012,0
3,43,48,7,4,7,4,15,112,2011,0
6,1,15,7,8,8,1,3,45,2001,0
8,30,122,4,4,1,2,7,169,2013,1
14,34,52,7,31,7,7,21,145,2022,0
14,8,34,6,7,6,2,24,75,2014,0
14,24,10,4,13,3,5,24,68,2013,0
2,37,41,6,18,4,6,4,108,2021,0
9,27,19,1,30,1,2,26,87,2021,0
4,35,114,1,39,2,4,22,195,2005,1
14,40,132,8,10,4,3,5,208,2019,1
11,27,138,7,5,7,2,16,195,2009,1
3,15,134,1,20,3,6,11,176,2001,0
2,26,148,8,37,8,7,5,229,2012,1
4,42,8,7,15,3,1,12,79,2009,0
10,7,121,10,17,1,1,15,166,2014,1
10,29,140,7,35,7,4,7,228,2015,1
10,16,88,4,24,2,4,9,144,2005,0
3,19,109,8,22,8,4,10,169,2021,1
12,27,30,4,38,3,1,24,114,2001,0
3,5,78,7,34,4,6,19,131,2018,0
4,5,67,6,39,1,6,7,122,2015,0
8,9,46,6,39,2,5,20,110,2022,0
9,8,71,10,21,4,1,9,123,2015,0
10,11,109,5,18,2,3,27,155,2015,0
8,43,52,9,23,1,3,5,136,2021,0
12,9,57,4,30,9,2,22,121,2018,0
5,1,129,5,34,1,6,10,175,2004,1
7,37,88,3,10,5,2,25,150,2004,0
3,12,34,10,6,9,3,22,74,2008,0
2,14,107,5,34,1,2,19,163,2012,0
6,7,48,3,10,4,6,6,78,2004,0
7,34,87,3,12,8,7,19,151,2013,0
10,9,118,5,19,6,2,18,167,2014,1
10,43,139,4,31,8,4,27,235,2008,1
5,47,136,3,12,7,5,3,210,2012,1
6,7,71,9,5,7,5,26,105,2019,0
11,7,8,8,14,5,3,22,53,2014,0
12,25,96,5,5,2,2,23,145,2017,0
14,16,26,2,17,2,4,3,77,2014,0
8,5,31,8,6,3,6,10,61,2017,0
4,34,93,8,9,6,5,6,154,2008,0
6,18,67,6,1,7,6,17,105,2003,0
4,23,143,1,22,2,1,19,195,2014,1
4,5,134,6,30,3,2,16,182,2013,0
9,33,136,10,3,7,2,3,198,2015,1
